"object_id0","Col","Lin","c_AWetric","c_AWMetric","c_CAMetric","c_EDMetric","c_LSMetric","c_MPetric","c_MPetri_1","c_MPMetric","c_MSMetric","c_PDMetric","c_PentLand","c_PSMetric","c_PSetric","deci_class","padrao"
"C00L00",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C00L01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L03",0,3,0.007437687,NA,57.9474,0.6316968,0.1781984,0.01063953,2.54545,28.9737,1.611928,0.02,0.00579474,33.68745,9.7605,1,"difuso"
"C00L04",0,4,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,"floresta"
"C00L05",0,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C00L06",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L07",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L08",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L09",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L11",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L12",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L13",0,13,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L14",0,14,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L15",0,15,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C00L16",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L17",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L18",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L19",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L20",0,20,0.004736236,0.004593031,38.718,0.2616663,0.0738147,0.00675826,1.223265,38.718,1.186278,0.01,0.0038718,1.5e-14,6e-15,1,"difuso"
"C00L21",0,21,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C00L22",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L23",0,23,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C00L24",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L25",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L26",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L27",0,27,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C00L28",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L29",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L30",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C00L31",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L02",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L03",1,3,0.003697374,0.000875681,29.4273,0.4549196,0.1283304,0.01559721,5.024256,7.356825,1.183651,0.04,0.00294273,16.58073,1.219815,1,"difuso"
"C01L04",1,4,0.000788534,0.000691855,6.3342,0.09744821,0.02748963,0.01538445,1.244884,6.3342,1.092252,0.01,0.00063342,0,0,1,"difuso"
"C01L05",1,5,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C01L06",1,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C01L07",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L08",1,8,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C01L09",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L10",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L11",1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L12",1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L13",1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L14",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L15",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L16",1,16,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C01L17",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L18",1,18,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C01L19",1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L20",1,20,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C01L21",1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L22",1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L23",1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L24",1,24,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C01L25",1,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L26",1,26,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C01L27",1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L28",1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L29",1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C01L30",1,30,0.003583244,0.001341488,28.1232,0.41751,0.1177774,0.02490036,3.8692,9.3744,1.371371,0.03,0.00281232,70.52408,6.611209,1,"difuso"
"C01L31",1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L00",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L01",2,1,0.002721893,0.001322215,21.7404,0.2841927,0.08016927,0.01307334,2.503848,10.8702,1.215638,0.02,0.00217404,3.725782,0.405,1,"difuso"
"C02L02",2,2,0.001896499,0.000870903,15.1794,0.2237661,0.06312325,0.01471946,2.49794,7.5897,1.144454,0.02,0.00151794,4.802561,0.3645,1,"difuso"
"C02L03",2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L04",2,4,0.003200962,0.001030657,25.4664,0.376058,0.106084,0.01493016,3.773482,8.4888,1.217956,0.03,0.00254664,12.10692,1.027732,1,"difuso"
"C02L05",2,5,0.01035001,0.004138799,82.5633,0.6343367,0.1789431,0.04085351,3.877904,27.5211,1.294846,0.03,0.00825633,106.0992,29.19968,1,"difuso"
"C02L06",2,6,0.01218708,0.004248527,99.1602,0.6497928,0.1833032,0.01038553,3.696944,33.0534,1.156354,0.03,0.00991602,104.0272,34.38454,1,"difuso"
"C02L07",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L08",2,8,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C02L09",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L10",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L11",2,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C02L12",2,12,0.001434313,0.000708701,11.42115,0.1790507,0.05050927,0.2289477,3.007025,5.710573,2.3099,0.02,0.001142115,98.72087,5.637527,1,"difuso"
"C02L13",2,13,0.0208871,0.01110101,162.7128,1.188945,0.3353952,0.01349083,3.840731,54.2376,1.626217,0.03,0.01627128,120.3595,65.28011,1,"difuso"
"C02L14",2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L15",2,15,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C02L16",2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L17",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L18",2,18,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C02L19",2,19,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C02L20",2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L21",2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L22",2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L23",2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L24",2,24,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C02L25",2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L26",2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L27",2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L28",2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L29",2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L30",2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C02L31",2,31,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C03L00",3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L01",3,1,0.009945949,0.004022155,78.7887,0.724955,0.204506,0.01104293,3.762558,26.2629,1.346138,0.03,0.00787887,81.23097,21.33361,1,"difuso"
"C03L02",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L03",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L04",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L05",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L06",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L07",3,7,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L08",3,8,0.002856952,0.003288033,22.5585,0.2454065,0.06922789,0.01087867,1.266464,22.5585,1.457558,0.01,0.00225585,1.3e-14,3e-15,1,"difuso"
"C03L09",3,9,0.009420749,0.002568804,75.168,0.732722,0.2066971,0.03369537,5.144529,18.792,1.305209,0.04,0.0075168,68.38989,12.85183,1,"difuso"
"C03L10",3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L11",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L12",3,12,0.003111279,0.003487922,24.70485,0.24876,NA,0.01006928,1.25938,24.70485,1.411837,0.01,0.002470485,1.2e-14,3e-15,1,"difuso"
"C03L13",3,13,0.004383838,0.000805104,35.073,0.5298163,0.1494584,0.0156917,6.251782,7.0146,1.136473,0.05,0.0035073,30.71099,2.154253,1,"difuso"
"C03L14",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L15",3,15,0.006400563,0.003299118,51.5727,0.4493852,0.1267692,0.009709697,2.491017,25.78635,1.282322,0.02,0.00515727,43.67834,11.26305,1,"difuso"
"C03L16",3,16,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C03L17",3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L18",3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L19",3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L20",3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L21",3,21,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C03L22",3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L23",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L24",3,24,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C03L25",3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L26",3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L27",3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L28",3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L29",3,29,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C03L30",3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C03L31",3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L00",4,0,0.000898641,0.000807485,7.209,0.106611,0.03007441,0.0147886,1.246554,7.209,1.120107,0.01,0.0007209,0,0,1,"difuso"
"C04L01",4,1,0.01630454,0.008131694,133.9902,0.6978315,0.1968546,0.005563148,2.440136,66.9951,1.22523,0.02,0.01339902,32.64418,21.87,1,"difuso"
"C04L02",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L03",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L04",4,4,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C04L05",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L06",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L07",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L08",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L09",4,9,0.002677997,0.001377956,21.2318,0.3040889,0.08578188,0.01563075,2.542742,10.6159,1.361944,0.02,0.00212318,27.57469,2.927301,1,"difuso"
"C04L10",4,10,0.01259349,0.003898117,99.6445,0.8895963,0.2509505,0.03355863,5.154516,24.91113,1.360092,0.04,0.00996445,95.04147,23.6759,1,"difuso"
"C04L11",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L12",4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L13",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L14",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L15",4,15,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L16",4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L17",4,17,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C04L18",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L19",4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L20",4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L21",4,21,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L22",4,22,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C04L23",4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L24",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L25",4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L26",4,26,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C04L27",4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L28",4,28,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C04L29",4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C04L30",4,30,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C04L31",4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L00",5,0,0.04781117,0.04725094,402.6308,0.8347605,0.2354816,0.002073266,1.187469,402.6308,1.173555,0.01,0.04026308,0,0,2,"geometrico"
"C05L01",5,1,0.007459172,0.00421867,59.56331,0.5207835,0.1469103,0.008957111,2.491045,29.78166,1.331906,0.02,0.005956331,NA,12.12366,1,"difuso"
"C05L02",5,2,0.000493606,0.000435234,3.9204,0.07792248,0.02198152,NA,1.25907,3.9204,1.110178,0.01,NA,0,0,1,"difuso"
"C05L03",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L04",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L05",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L06",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L07",5,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C05L08",5,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L09",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L10",5,10,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L11",5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L12",5,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C05L13",5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L14",5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L15",5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L16",5,16,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C05L17",5,17,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L18",5,18,0.004747477,0.000771038,37.1709,0.5935941,0.1674498,0.03762074,9.047083,5.310129,1.181149,0.07,0.00371709,NA,7.957868,1,"difuso"
"C05L19",5,19,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C05L20",5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L21",5,21,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C05L22",5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L23",5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L24",5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L25",5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L26",5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L27",5,27,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C05L28",5,28,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,"floresta"
"C05L29",5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L30",5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C05L31",5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L00",6,0,0.003683394,0.000872142,29.44832,0.4294929,NA,0.02174257,5.09107,7.362081,1.236242,NA,0.002944832,67.92741,5.000871,1,"difuso"
"C06L01",6,1,0.158316,0.05844066,1329.418,2.129453,0.6007075,0.005461559,3.638218,443.1392,1.218802,0.03,0.1329418,131.7684,583.9176,2,"geometrico"
"C06L02",6,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C06L03",6,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L04",6,4,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,"floresta"
"C06L05",6,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L06",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L07",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L08",6,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L09",6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L10",6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L11",6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L12",6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L13",6,13,0.00058814,0.000508778,4.7061,0.08313859,0.02345296,0.01766613,1.249739,4.7061,1.081103,0.01,0.00047061,1.5e-14,1e-15,1,"difuso"
"C06L14",6,14,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L15",6,15,0.001681197,0.000357836,13.52962,0.2444527,0.06895884,0.03428062,5.15132,3.382406,1.141109,0.04,0.001352962,118.1964,3.997881,1,"difuso"
"C06L16",6,16,0.001374548,0.000619304,10.98098,0.181243,0.05112772,0.01801151,2.506847,5.490489,1.109478,0.02,0.001098098,43.49683,2.388189,1,"difuso"
"C06L17",6,17,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C06L18",6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L19",6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L20",6,20,0.000638859,0.000134025,5.022,0.1522416,0.04294655,0.05361966,5.244464,1.2555,1.099141,0.04,0.0005022,97.1798,1.220092,1,"difuso"
"C06L21",6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L22",6,22,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C06L23",6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L24",6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L25",6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L26",6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L27",6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L28",6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L29",6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L30",6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C06L31",6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L00",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L01",7,1,0.2595886,0.3503451,2149.276,2.67889,0.7557009,0.001246415,NA,2149.276,1.630061,0.01,0.2149276,1.7e-14,3.73e-13,2,"geometrico"
"C07L02",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L03",7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L04",7,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L05",7,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C07L06",7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L07",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L08",7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L09",7,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L10",7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L11",7,11,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C07L12",7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L13",7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L14",7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L15",7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L16",7,16,0.004461506,0.004860041,35.81694,0.2878728,0.08120741,0.008037335,1.245641,35.81694,1.356911,0.01,0.003581694,0,0,1,"difuso"
"C07L17",7,17,0.002463183,0.000768299,19.69236,0.2921712,0.08241998,0.02161543,3.796701,6.564119,1.158348,0.03,0.001969236,72.41925,4.753686,1,"difuso"
"C07L18",7,18,0.002516716,0.000895654,19.82747,0.3175918,0.08959099,0.04709377,3.924821,6.609155,1.285846,0.03,0.001982747,69.54977,4.596652,1,"difuso"
"C07L19",7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L20",7,20,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C07L21",7,21,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C07L22",7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L23",7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L24",7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L25",7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L26",7,26,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,"floresta"
"C07L27",7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L28",7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L29",7,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L30",7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C07L31",7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L00",8,0,0.003276502,0.00098757,26.3655,0.3538373,0.09981567,0.01344445,3.727975,8.7885,1.122533,0.03,0.00263655,NA,0.6622545,1,"difuso"
"C08L01",8,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L02",8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L03",8,3,0.003665428,0.002125769,28.7955,0.3653639,0.1030673,0.0138665,2.530471,14.39775,1.35307,0.02,0.00287955,56.06188,8.07165,1,"difuso"
"C08L04",8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L05",8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L06",8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L07",8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L08",8,8,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C08L09",8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L10",8,10,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C08L11",8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L12",8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L13",8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L14",8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L15",8,15,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C08L16",8,16,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C08L17",8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L18",8,18,0.000987082,0.000628262,7.485735,NA,0.04766266,0.1967284,2.931976,3.742867,1.520673,0.02,0.000748574,99.5491,3.725991,1,"difuso"
