"object_id0","Col","Lin","c_AWetric","c_AWMetric","c_CAMetric","c_EDMetric","c_LSMetric","c_MPetric","c_MPetri_1","c_MPMetric","c_MSMetric","c_PDMetric","c_PentLand","c_PSMetric","c_PSetric","deci_class","padrao"
"C38L23",38,23,0.9589427,0.5783357,7205.902,17.37486,4.901358,0.06222578,9.342642,1029.415,1.850525,0.07,0.7205902,243.5427,2507.063,4,"multidirecional"
"C38L24",38,24,1.042732,0.7469642,7965.418,15.15229,4.274383,0.03170183,6.440849,1593.084,1.82857,0.05,0.7965418,199.3686,3176.109,4,"multidirecional"
"C38L25",38,25,0.9631397,0.3987547,NA,14.49598,4.08924,0.01859444,10.226,924.9313,1.686368,0.08,0.739945,256.9773,2376.864,4,"multidirecional"
"C38L26",38,26,NA,0.7934938,7021.557,13.85,3.907014,0.01168403,5.09232,1755.389,2.084122,0.04,0.7021557,172.2997,3024.53,4,"multidirecional"
"C38L27",38,27,0.3548132,0.1571097,2771.527,7.902709,2.229313,0.01228175,6.386158,554.3055,1.949732,0.05,0.2771527,138.9844,770.3984,2,"geometrico"
"C38L28",38,28,0.000101574,8.65e-05,0.7776,0.03476468,0.009806934,0.04470766,1.306244,0.7776,1.112129,0.01,7.78e-05,1.2e-14,0,1,"difuso"
"C38L29",38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C38L30",38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C38L31",38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L00",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L01",39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L02",39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L03",39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L04",39,4,0.000885864,0.000377144,7.073999,0.138928,0.03919086,0.0209439,2.507834,3.537,1.055718,0.02,0.0007074,37.2519,1.3176,1,"difuso"
"C39L05",39,5,0.009584393,0.000777983,76.1188,1.204399,0.3397546,0.02202458,15.25269,6.343234,1.202688,0.12,0.00761188,80.36726,5.097883,1,"difuso"
"C39L06",39,6,0.03062635,0.002674513,245.811,2.018469,0.5693996,0.01827005,16.31701,18.90854,1.168115,0.13,0.0245811,151.1974,28.58922,1,"difuso"
"C39L07",39,7,0.009259817,0.000401042,73.9692,1.403886,0.396029,0.02662454,25.35175,3.69846,1.096945,0.2,0.00739692,64.62847,2.390258,1,"difuso"
"C39L08",39,8,0.05251357,0.001893007,421.2402,4.345698,1.225899,0.01603052,36.42543,14.52553,1.213524,0.29,0.04212402,115.0651,16.71382,1,"difuso"
"C39L09",39,9,0.08522984,0.002580561,672.1303,6.789968,1.915415,0.02477914,54.71166,15.63094,1.248199,0.43,0.06721303,175.1878,27.38349,1,"difuso"
"C39L10",39,10,NA,0.00783553,1243.926,9.380406,2.646164,0.02645338,53.49849,29.61729,1.2821,0.42,0.1243926,343.8268,101.8322,1,"difuso"
"C39L11",39,11,0.2228337,0.04822235,1832.737,4.055001,1.143895,0.8185945,183.0757,305.4562,1.441118,0.06,0.1832737,140.8777,430.3197,2,"geometrico"
"C39L12",39,12,0.1953589,0.1133257,1631.847,2.58201,0.7283717,0.001871213,2.388112,815.9235,1.300589,0.02,0.1631847,62.13393,506.9654,2,"geometrico"
"C39L13",39,13,0.2431391,0.156469,1912.377,5.947837,1.677854,0.003781578,3.804384,637.4589,2.244087,0.03,0.1912377,65.33528,416.4856,2,"geometrico"
"C39L14",39,14,0.3342614,0.118189,2619.507,7.5804,2.138391,0.01638568,7.666265,436.5845,1.769148,0.06,0.2619507,136.2961,595.0476,2,"geometrico"
"C39L15",39,15,0.2364107,0.06207404,1826.13,7.003844,1.975748,0.02767339,11.62698,202.9033,1.66227,0.09,0.182613,221.7146,449.8663,2,"geometrico"
"C39L16",39,16,0.0947854,0.009146796,772.3817,3.731608,1.052667,0.03362987,15.41956,64.36514,1.355964,0.12,0.07723817,123.7922,79.67901,1,"difuso"
"C39L17",39,17,0.03280043,0.009063579,259.8622,1.813927,0.5116994,NA,7.395548,51.97243,3.043363,0.05,0.02598622,107.006,55.61364,1,"difuso"
"C39L18",39,18,0.3093006,0.02004487,2528.012,8.115579,2.289363,0.01890884,25.26302,126.4006,NA,0.2,0.2528012,250.2186,316.2778,1,"difuso"
"C39L19",39,19,0.3849861,0.04347972,3076.818,9.59014,2.705329,0.01160681,18.87018,205.1212,1.502417,0.15,0.3076818,195.0639,400.1174,2,"geometrico"
"C39L20",39,20,0.8479933,0.2142913,6708.8,12.04818,3.398729,0.01862673,11.33346,745.4222,1.535313,0.09,0.67088,222.6042,1659.341,4,"multidirecional"
"C39L21",39,21,0.628958,0.1752024,4755.262,15.25377,4.303009,0.03176643,16.90512,365.7894,1.705106,0.13,0.4755262,295.8995,1082.369,4,"multidirecional"
"C39L22",39,22,0.8757004,0.4160616,6633.319,15.65428,4.415989,0.02334457,NA,829.1649,1.709926,0.08,0.6633319,259.4863,2151.569,4,"multidirecional"
"C39L23",39,23,1.042692,0.597656,7995.391,14.4868,4.086651,0.08865714,8.241191,1332.565,1.918885,0.06,0.7995391,223.1654,2973.824,4,"multidirecional"
"C39L24",39,24,NA,1.088042,8534.655,12.6486,3.568105,0.02097354,3.867926,2844.885,2.074416,0.03,0.8534655,141.3097,4020.097,4,"multidirecional"
"C39L25",39,25,1.039923,0.2066798,8031.495,13.76394,3.882737,0.05896125,21.17754,501.9684,1.332287,0.16,0.8031495,385.9067,1937.13,4,"multidirecional"
"C39L26",39,26,0.8575236,0.1392061,6610.525,14.03449,3.959056,0.2898304,35.7922,347.9224,1.512436,0.19,0.6610525,403.5471,1404.031,4,"multidirecional"
"C39L27",39,27,0.01140333,0.003278126,90.97885,0.7831517,0.220923,NA,5.150887,22.74471,1.358347,0.04,0.009097885,94.17359,21.41951,1,"difuso"
"C39L28",39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L29",39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L30",39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C39L31",39,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L00",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L01",40,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C40L02",40,2,0.00572563,0.002140526,45.3924,0.4939783,0.1393487,0.04225858,3.909994,15.1308,1.336058,0.03,0.00453924,74.61172,11.28935,1,"difuso"
"C40L03",40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L04",40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L05",40,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L06",40,6,0.008322302,0.001538711,67.83119,0.6367903,0.1796352,0.01647856,6.231137,13.56624,1.110446,0.05,0.006783119,101.2642,13.73775,1,"difuso"
"C40L07",40,7,0.003580342,0.000322657,28.269,0.6324288,0.1784049,0.02979831,12.81076,2.8269,1.135951,0.1,0.0028269,76.29614,2.156816,1,"difuso"
"C40L08",40,8,0.03346144,0.000751648,267.0837,3.906545,1.102016,0.03277327,55.08531,6.21125,1.164082,0.43,0.02670837,106.9442,6.642569,1,"difuso"
"C40L09",40,9,0.03384081,0.000895425,267.182,3.993579,1.126568,0.06302161,53.63809,6.516633,1.307832,0.41,0.0267182,135.3218,8.818426,1,"difuso"
"C40L10",40,10,0.1104127,0.003880564,882.1296,5.764642,1.626176,0.03469913,50.17805,22.61871,1.239361,0.39,0.08821296,394.663,89.26767,1,"difuso"
"C40L11",40,11,0.4898639,0.06437623,3949.737,9.890288,2.789999,0.01940789,NA,329.1448,1.476813,0.12,0.3949737,137.1806,451.5229,2,"geometrico"
"C40L12",40,12,0.510407,0.1453721,4315.412,5.010997,1.413576,0.003721897,NA,1078.853,1.37802,0.04,0.4315412,133.8227,1443.751,2,"geometrico"
"C40L13",40,13,0.133128,0.01899875,1079.652,3.216902,0.9074713,0.02782647,12.90676,107.9652,1.397155,0.1,0.1079652,269.9062,291.4048,1,"difuso"
"C40L14",40,14,0.1315146,0.01072792,1072.991,4.774799,1.346946,0.02288753,17.66493,76.6422,NA,0.14,0.1072991,101.0861,77.47465,1,"difuso"
"C40L15",40,15,0.1075123,0.01088641,880.7713,3.814383,1.076018,0.01093806,13.64705,80.07012,1.28308,0.11,0.08807713,136.536,109.3245,1,"difuso"
"C40L16",40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L17",40,17,0.07701161,0.05979921,616.2616,1.968828,0.5553961,0.00557768,2.496327,308.1308,1.664777,0.02,0.06162616,89.01444,274.2809,2,"geometrico"
"C40L18",40,18,0.02708048,0.008560656,217.1024,1.30729,0.3687796,0.01409726,5.12359,54.27559,1.558757,0.04,0.02171024,136.3959,74.02969,1,"difuso"
"C40L19",40,19,0.2004501,0.03821287,1591.829,5.75565,1.623639,0.02170645,11.45656,176.8699,1.517016,0.09,0.1591829,156.7954,277.3239,3,"linear"
"C40L20",40,20,0.6123634,0.1429502,4708.382,12.56351,3.544101,0.0106604,16.26115,362.1832,1.489922,0.13,0.4708382,313.2707,1134.614,4,"multidirecional"
"C40L21",40,21,0.6206543,0.1312955,4742.016,15.93346,4.494745,0.01234087,17.74554,338.7154,1.725362,0.14,0.4742016,254.7088,862.7379,4,"multidirecional"
"C40L22",40,22,0.8159892,0.2212371,6132.945,17.32777,4.888075,0.03427906,19.52272,408.863,1.609023,0.15,0.6132945,357.4538,1461.496,4,"multidirecional"
"C40L23",40,23,1.083162,0.6476183,8277.837,15.33574,4.326131,0.05165384,7.985234,1379.64,1.796758,0.06,NA,223.4377,3082.635,4,"multidirecional"
"C40L24",40,24,1.065386,0.4101724,8485.26,9.861024,2.781743,0.04773963,7.893791,1414.21,1.509713,0.06,0.848526,222.6342,3148.515,0,"consolidado"
"C40L25",40,25,0.9453042,0.3039532,7106.195,18.12563,5.113147,0.0387176,16.93245,546.6304,1.586594,0.13,0.7106195,NA,1853.952,4,"multidirecional"
"C40L26",40,26,0.3598915,0.07573929,2819.549,6.875455,1.93953,0.1942056,15.30301,256.3226,1.610281,0.11,0.2819549,305.6371,783.4169,2,"geometrico"
"C40L27",40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L28",40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L29",40,29,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C40L30",40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C40L31",40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L00",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L01",41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L02",41,2,0.04894441,0.01284232,385.6627,2.167508,0.6114428,0.01282678,7.539812,64.27712,1.38688,0.06,0.03856627,171.0068,109.9183,1,"difuso"
"C41L03",41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L04",41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L05",41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L06",41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L07",41,7,0.001783508,0.000401614,14.1102,0.295055,0.08323349,0.02312076,5.072618,3.52755,1.132689,0.04,0.00141102,41.19076,1.453025,1,"difuso"
"C41L08",41,8,0.0121753,0.001119826,96.73595,1.346841,0.3799368,0.01818262,13.91431,8.794177,1.224178,0.11,0.009673595,72.93738,6.414242,1,"difuso"
"C41L09",41,9,0.01697183,0.001176818,134.7559,1.845143,0.5205053,0.01961849,18.98125,8.983725,1.220408,0.15,0.01347559,78.96787,7.094256,1,"difuso"
"C41L10",41,10,0.1028732,0.01165827,827.3129,3.794685,1.070461,0.01528047,15.10489,68.94274,1.329449,0.12,0.08273129,203.3959,140.2267,1,"difuso"
"C41L11",41,11,0.1501336,0.03460598,1239.567,3.486291,0.9834644,0.005314691,6.130535,247.9133,1.388278,0.05,0.1239567,82.64429,204.8862,2,"geometrico"
"C41L12",41,12,0.01356164,0.007594944,103.4302,1.249256,0.3524088,0.0155935,3.938925,34.47673,2.099897,0.03,0.01034302,82.48046,28.43657,1,"difuso"
"C41L13",41,13,0.0386753,0.00689458,310.4479,1.857089,0.5238752,0.03111889,9.000092,44.3497,1.365169,0.07,0.03104479,153.7344,68.18073,1,"difuso"
"C41L14",41,14,0.1185735,0.03758218,948.7648,3.11776,0.8795039,0.01063505,6.316535,189.753,1.552387,0.05,0.09487648,165.4598,313.9649,2,"geometrico"
"C41L15",41,15,0.1096799,0.00933646,882.5379,4.00295,1.129211,0.03397057,20.68153,55.15862,1.353868,0.16,0.08825379,241.1642,133.0229,1,"difuso"
"C41L16",41,16,0.01053765,0.01074487,86.6109,0.4092793,0.1154556,0.004725495,1.216665,86.6109,1.240591,0.01,0.00866109,0,0,1,"difuso"
"C41L17",41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L18",41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L19",41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L20",41,20,0.08005932,0.02105343,637.2871,2.623285,0.7400149,0.01413617,7.549858,106.2145,1.378982,0.06,0.06372871,170.2393,180.8189,1,"difuso"
"C41L21",41,21,0.31292,0.03825073,2482.838,6.648764,1.875582,0.01913674,20.22568,155.1774,1.329882,0.16,0.2482838,354.1836,549.6129,1,"difuso"
"C41L22",41,22,0.455458,0.08855179,3569.098,8.96584,2.529217,0.01667406,15.2369,297.4248,1.503713,0.12,0.3569098,290.6063,864.3354,2,"geometrico"
"C41L23",41,23,1.021035,3.040792,7934.217,12.10151,3.413773,0.001525231,1.286876,NA,3.832504,0.01,0.7934217,1.9e-14,1.49e-12,4,"multidirecional"
"C41L24",41,24,1.061818,1.049437,8588.118,8.043926,2.26915,0.05284572,2.616976,4294.059,1.786165,0.02,0.8588118,99.9966,4293.913,0,"consolidado"
"C41L25",41,25,0.8976378,0.4260906,6889.965,13.17066,3.715375,0.03627376,9.15013,984.2808,1.675958,0.07,0.6889965,244.0717,2402.351,4,"multidirecional"
"C41L26",41,26,0.203803,0.04043425,1636.531,4.459055,1.257876,0.02387919,10.24599,204.5664,1.420153,0.08,0.1636531,181.188,370.6498,2,"geometrico"
"C41L27",41,27,0.001580224,0.00047882,12.59856,0.2241408,0.06322896,0.02902669,3.844078,4.19952,1.161907,0.03,0.001259856,91.15773,3.828187,1,"difuso"
"C41L28",41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L29",41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C41L30",41,30,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C41L31",41,31,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C42L00",42,0,NA,0.000894486,7.8732,0.1130063,0.03187849,0.01435329,NA,7.8732,1.136115,0.01,0.00078732,0,0,1,"difuso"
"C42L01",42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L02",42,2,0.04449723,0.01132088,350.4491,2.315303,0.653135,0.01219296,7.60043,58.40818,1.521222,0.06,0.03504491,124.7792,72.88124,1,"difuso"
"C42L03",42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L04",42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L05",42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L06",42,6,0.0187852,0.01095043,151.4693,0.8730586,0.2462853,0.005906978,2.477327,75.73465,1.415921,0.02,0.01514693,29.70021,22.49335,1,"difuso"
"C42L07",42,7,0.06735195,0.01570495,535.3631,2.988779,0.8431189,0.007805903,7.527003,89.22719,1.538319,0.06,NA,89.5075,79.86503,3,"linear"
"C42L08",42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L09",42,9,0.07121852,0.02494664,560.0306,2.505731,0.7068537,0.02167637,6.378288,112.0061,1.484358,NA,0.05600306,167.3175,187.4058,1,"difuso"
"C42L10",42,10,NA,0.06183155,2193.4,4.096132,1.155498,NA,6.057381,NA,1.286921,0.05,0.21934,124.1834,544.7675,2,"geometrico"
"C42L11",42,11,0.06604001,0.01123569,547.6194,2.025518,0.571388,0.009190644,7.350257,91.2699,1.170243,0.06,0.05476194,101.6058,92.73553,1,"difuso"
"C42L12",42,12,0.009301974,0.001927256,74.5848,0.7777884,0.2194101,0.01363082,6.235188,14.91696,1.183941,0.05,0.00745848,84.44088,12.59601,1,"difuso"
"C42L13",42,13,0.009847059,0.004499519,81.5508,0.4633664,0.1307133,0.007764364,2.433212,40.7754,1.098114,0.02,0.00815508,68.59356,27.9693,1,"difuso"
"C42L14",42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L15",42,15,NA,0.01037216,77.76197,0.4169563,0.1176212,0.005361956,1.229073,77.76197,1.333835,0.01,0.007776197,0,0,1,"difuso"
"C42L16",42,16,0.01127778,0.01205668,92.1861,0.4451435,0.1255726,0.004828748,1.223371,92.1861,1.307863,0.01,0.00921861,0,0,1,"difuso"
"C42L17",42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L18",42,18,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C42L19",42,19,0.001787048,0.001996202,14.03862,0.1888631,0.0532773,0.01345311,1.272951,NA,1.421936,0.01,0.001403862,0,0,1,"difuso"
"C42L20",42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L21",42,21,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C42L22",42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L23",42,23,NA,0.04438947,906.3693,1.652438,0.4661441,NA,3.962541,302.1231,1.430581,0.03,0.09063693,141.0624,426.1821,2,"geometrico"
"C42L24",42,24,0.733873,0.6578438,5732.251,9.427098,2.659335,0.04245687,3.977617,NA,2.088675,0.03,0.5732251,141.1141,2696.338,2,"geometrico"
"C42L25",42,25,0.8034459,0.3231905,6165.622,13.61257,3.840034,0.03236612,10.55466,770.7028,1.925055,0.08,0.6165622,251.8375,1940.919,4,"multidirecional"
"C42L26",42,26,0.3815532,0.0277515,3018.212,10.51223,2.965444,0.03285186,32.23248,120.7285,1.388451,0.25,0.3018212,268.1203,323.6975,1,"difuso"
"C42L27",42,27,0.0281552,0.01473638,NA,1.480648,0.417683,0.01811021,3.877461,73.29768,1.718347,0.03,0.0219893,86.67381,63.52989,3,"linear"
"C42L28",42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L29",42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L30",42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C42L31",42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L00",43,0,0.005399194,0.002526851,44.3799,0.3014284,0.08503137,0.02541174,2.52123,22.18995,1.12567,0.02,0.00443799,96.49571,21.41235,1,"difuso"
"C43L01",43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L02",43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L03",43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L04",43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L05",43,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C43L06",43,6,0.00249419,0.000575941,19.8693,0.3365529,0.09493983,0.02271923,5.063887,4.967325,1.133659,0.04,0.00198693,73.73212,3.662514,1,"difuso"
"C43L07",43,7,0.1762011,0.05221684,1385.259,5.694204,1.606305,0.007483931,7.562475,230.8766,1.777664,0.06,0.1385259,93.8886,216.7668,2,"geometrico"
"C43L08",43,8,0.1441607,0.08562359,1144.245,3.655389,1.031166,0.003608266,3.692419,381.4148,1.660226,0.03,0.1144245,94.3732,359.9534,2,"geometrico"
"C43L09",43,9,0.1151555,0.0227509,923.9728,4.021133,1.134341,0.01959919,8.842327,131.9961,1.499421,0.07,0.09239728,97.46741,128.6532,1,"difuso"
"C43L10",43,10,0.03722637,0.00498716,302.0571,2.071873,0.5844645,0.01014775,9.939623,37.75714,1.282949,0.08,0.03020571,96.10842,36.28779,1,"difuso"
"C43L11",43,11,0.005771906,0.001115119,NA,0.6217357,0.1753884,0.01518993,6.265822,9.23238,1.183772,0.05,0.00461619,52.07074,4.807368,1,"difuso"
"C43L12",43,12,0.001795788,0.001742097,14.4261,0.1625933,0.04586673,0.01127077,1.244819,14.4261,1.207601,0.01,0.00144261,0,0,1,"difuso"
"C43L13",43,13,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L14",43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L15",43,15,0,0,0,NA,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C43L16",43,16,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C43L17",43,17,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C43L18",43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L19",43,19,0.00571062,0.006264006,45.99858,0.3274047,0.09235915,0.007117713,1.241477,45.99858,1.361782,0.01,0.004599858,1.3e-14,6e-15,1,"difuso"
"C43L20",43,20,0,0,0,NA,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C43L21",43,21,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L22",43,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C43L23",43,23,0.001176549,0.000599913,9.192004,0.1846564,0.05209061,0.02630948,2.584016,4.596002,NA,0.02,0.0009192,65.90131,3.028826,1,"difuso"
"C43L24",43,24,0.8057105,0.9428545,6387.789,NA,2.378341,0.01139233,2.518592,3193.894,2.009981,0.02,0.6387789,99.90287,3190.792,2,"geometrico"
"C43L25",43,25,0.830013,0.190487,6388.799,14.86917,4.194515,0.05509034,17.18396,NA,1.510388,0.13,0.6388799,274.2548,1347.814,4,"multidirecional"
"C43L26",43,26,0.2627302,0.02091027,NA,9.273883,2.616114,0.01736777,30.52083,85.72044,1.4245,0.24,0.2057291,277.8223,238.1505,1,"difuso"
"C43L27",43,27,0.206558,0.01294984,1638.143,8.91489,2.514844,0.01549273,30.25102,68.25595,1.395573,0.24,0.1638143,156.5105,106.8278,1,"difuso"
"C43L28",43,28,0.087217,0.007586362,704.2775,4.026848,1.135953,0.01847307,17.73762,50.30554,1.380203,0.14,0.07042775,157.6956,79.3296,1,"difuso"
"C43L29",43,29,0.07782668,0.01782336,623.1445,2.872972,0.8104504,0.0169815,7.608855,103.8574,1.478886,0.06,0.06231445,101.5369,105.4536,1,"difuso"
"C43L30",43,30,NA,0.01261008,353.0762,NA,0.6314601,0.008219583,6.265072,70.61524,1.509107,0.05,0.03530762,83.46021,58.93563,3,"linear"
"C43L31",43,31,0.1024923,0.01816296,812.8316,3.612984,1.019204,0.01930016,11.4982,90.31462,1.469313,0.09,0.08128316,176.1545,159.0933,1,"difuso"
"C44L00",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L01",44,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L02",44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L03",44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L04",44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L05",44,5,0.02387654,0.002160174,193.9753,1.615214,0.4556435,0.02050746,13.86044,17.63412,1.176633,0.11,0.01939753,126.9919,22.39391,1,"difuso"
"C44L06",44,6,0.0354551,0.006849654,277.5194,2.114158,0.5963929,0.01401701,10.09605,34.68992,1.365394,0.08,0.02775194,181.9713,63.12572,1,"difuso"
"C44L07",44,7,0.2208766,0.03722917,1710.001,6.561068,1.850843,0.02329207,17.89008,122.1429,NA,0.14,0.1710001,318.4154,388.9218,1,"difuso"
"C44L08",44,8,0.06145303,0.007344773,495.9327,2.807905,0.7920952,0.01275367,12.48284,49.59327,1.274197,0.1,0.04959327,132.6633,65.79209,1,"difuso"
"C44L09",44,9,0.1150957,0.01983552,942.1041,3.13736,0.8850329,0.01077597,8.680889,134.5863,1.297545,0.07,NA,127.6173,171.7554,1,"difuso"
"C44L10",44,10,0.2859704,0.2686571,2287.119,4.073526,1.149121,0.00894091,2.495429,1143.56,1.714659,0.02,0.2287119,99.51055,1137.963,2,"geometrico"
"C44L11",44,11,0.0146231,0.01597149,119.6532,0.5175926,0.1460102,0.004325773,1.222124,119.6532,1.334815,0.01,0.01196532,NA,0,1,"difuso"
"C44L12",44,12,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C44L13",44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L14",44,14,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L15",44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L16",44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L17",44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L18",44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L19",44,19,0.000893365,NA,7.2171,0.1016132,0.02866455,0.0140795,1.237845,7.2171,1.066999,0.01,0.00072171,0,0,1,"difuso"
"C44L20",44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L21",44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L22",44,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C44L23",44,23,0.1180455,0.0277999,978.3421,2.303272,0.6497411,0.02708527,6.320617,195.6684,1.309254,0.05,0.09783421,176.4824,345.3202,2,"geometrico"
"C44L24",44,24,0.744059,0.172028,5894.413,8.997239,2.538074,0.04406777,13.10815,589.4413,1.475977,0.1,0.5894413,294.5491,1736.194,2,"geometrico"
"C44L25",44,25,0.5817605,NA,4518.972,13.78885,3.889762,0.02761354,18.03243,322.7837,1.66761,0.14,0.4518972,232.9421,751.8991,4,"multidirecional"
"C44L26",44,26,0.4834112,0.07595383,3765.536,11.2721,3.1798,0.0334417,19.44134,251.0358,1.549429,0.15,0.3765536,252.0952,632.8492,2,"geometrico"
"C44L27",44,27,0.424258,0.08562053,3214.376,13.47157,3.80026,0.01859987,20.35461,200.8985,1.590939,0.16,0.3214376,286.1015,574.7736,4,"multidirecional"
"C44L28",44,28,0.7663654,0.4180872,5876.076,NA,3.509,0.01084423,7.55051,979.346,1.734383,0.06,0.5876076,220.2027,2156.546,4,"multidirecional"
"C44L29",44,29,0.5393686,0.06275439,4232.364,11.83076,3.337395,0.0389926,24.95863,222.756,1.591118,0.19,0.4232364,285.2296,635.3662,4,"multidirecional"
"C44L30",44,30,0.6895831,0.1686552,5250.728,14.12071,3.983379,0.05270228,18.48328,375.052,1.641703,0.14,0.5250728,336.3353,1261.432,4,"multidirecional"
